symbol,preset,value,trades,wins,losses,win_rate,profit_pct
1000PEPEUSDT,partial_conservative,0.65,29,0,20,0.3103,6.0237
1000PEPEUSDT,trail_20_from_15,0.65,182,0,133,0.2692,-4.5569
1000PEPEUSDT,trail_15_from_15,0.65,85,0,39,0.5412,9.4559
1000PEPEUSDT,trail_15_from_15_d1,0.65,99,0,49,0.5051,5.8809
1000PEPEUSDT,trail_25_from_15,0.65,119,0,72,0.395,-0.6362
1000PEPEUSDT,db_layer_0,0.65,38,0,21,0.4474,5.8206
1000PEPEUSDT,db_layer_1,0.65,115,0,88,0.2348,-0.0531
1000PEPEUSDT,db_layer_3,0.65,70,0,51,0.2714,1.2442
1000PEPEUSDT,rr_4x_trail_20,0.65,38,0,21,0.4474,5.8206
1000PEPEUSDT,rr_3x_trail_15,0.65,115,0,88,0.2348,-0.0531
1000PEPEUSDT,sl_filter_trail,0.65,78,0,52,0.3333,-0.6379
1000PEPEUSDT,trail_20_from_30_sl_filter,0.65,32,0,19,0.4062,5.9309
1000PEPEUSDT,trail_20_from_30_full,0.65,31,0,20,0.3548,3.4264
1000PEPEUSDT,trail_15_from_30,0.65,118,0,100,0.1525,-5.4546
1000PEPEUSDT,trail_20_from_30_cooldown,0.65,30,0,17,0.4333,3.7828
1000PEPEUSDT,trail_15_from_30_tp95,0.65,36,0,21,0.4167,3.3448
1000PEPEUSDT,trail_15_from_30_cooldown,0.65,30,0,17,0.4333,4.5696
1000PEPEUSDT,trail_15_from_30_full,0.65,32,0,17,0.4688,4.4507
1000PEPEUSDT,db_clone_cooldown,0.65,28,0,15,0.4643,4.2817
1000PEPEUSDT,correction_w20_trail15_30,0.65,36,0,21,0.4167,3.3448
1000PEPEUSDT,db_full_clone,0.65,39,0,25,0.359,2.3518
1000PEPEUSDT,sl_adjust_rr_trail,0.65,76,0,56,0.2632,-2.7057
1000PEPEUSDT,sl_adjust_rr_tp95,0.65,50,0,23,0.54,7.9228
1000PEPEUSDT,max_profit_2pct,0.65,15,1,14,0.0667,-1.8717
1000PEPEUSDT,max_profit_2pct_trail,0.65,4,0,3,0.25,-0.2271
1000PEPEUSDT,max_profit_3pct_trail,0.65,5,0,4,0.2,-0.1884
1000PEPEUSDT,r5_tight,0.65,32,0,17,0.4688,4.4507
1000PEPEUSDT,r5_rr3,0.65,29,0,18,0.3793,5.0129
1000PEPEUSDT,r5_sl_filter,0.65,31,0,16,0.4839,6.7875
1000PEPEUSDT,r5_sl_adjust,0.65,32,0,19,0.4062,7.3726
1000PEPEUSDT,r5_tight_rr3,0.65,29,0,18,0.3793,5.0129
1000PEPEUSDT,r5_tight_sl,0.65,31,0,16,0.4839,6.7875
1000PEPEUSDT,r5_all_filters,0.65,27,0,17,0.3704,3.593
1000PEPEUSDT,r5_trail10,0.65,68,0,51,0.25,-3.1208
1000PEPEUSDT,r5_arm25,0.65,46,0,30,0.3478,-0.6983
1000PEPEUSDT,r5_arm20,0.65,74,0,39,0.473,6.5393
1000PEPEUSDT,r5_arm15_cooldown,0.65,86,0,40,0.5349,8.8668
1000PEPEUSDT,r6_arm15_rr4,0.65,27,0,13,0.5185,7.2636
1000PEPEUSDT,r6_arm15_maxp3_trail20,0.65,20,0,3,0.85,2.3626
1000PEPEUSDT,r6_arm15_full,0.65,4,0,4,0.0,-0.5047
1000PEPEUSDT,r7_arm20_maxp3_trail20,0.65,17,0,3,0.8235,2.3561
1000PEPEUSDT,r7_trail15_maxp3,0.65,19,0,4,0.7895,1.1479
1000PEPEUSDT,r7_trail20_maxp3,0.65,19,0,4,0.7895,0.8848
1000PEPEUSDT,r7_full_clone_cooldown,0.65,4,0,4,0.0,-0.5047
1000PEPEUSDT,r5_sl_adj_cooldown,0.65,42,0,16,0.619,8.7906
1000PEPEUSDT,r5_trail10_rr3,0.65,29,0,18,0.3793,5.6578
1000PEPEUSDT,full_clone_max_tp,0.65,4,0,4,0.0,-0.3861
1000PEPEUSDT,full_clone_sl_adjust,0.65,70,0,58,0.1714,-3.1771
1000PEPEUSDT,lh_sell_trail15,0.65,36,0,21,0.4167,3.3448
1000PEPEUSDT,lh_sell_prox15_trail15,0.65,36,0,21,0.4167,3.3448
1000PEPEUSDT,hl_buy_trail15,0.65,53,0,34,0.3585,0.7246
1000PEPEUSDT,hl_buy_prox15_trail15,0.65,41,0,23,0.439,2.2525
1000PEPEUSDT,pre_confirm_trail15,0.65,53,0,34,0.3585,0.7246
1000PEPEUSDT,pre_confirm_prox15_trail15,0.65,41,0,23,0.439,2.2525
1000PEPEUSDT,r8_btc_minsl_strict,0.65,23,0,12,0.4783,0.2636
1000PEPEUSDT,r8_sol_hlbuy_cooldown,0.65,85,0,68,0.2,-3.8625
1000PEPEUSDT,trail_15_from_30_act2_min1,0.65,97,4,84,0.134,-0.9647
1000PEPEUSDT,trail_15_from_30_act3_min1,0.65,64,5,56,0.125,5.5811
1000PEPEUSDT,trail_15_from_30_act5_min15,0.65,61,5,55,0.0984,4.1396
1000PEPEUSDT,trail_20_from_30_act2_min1,0.65,25,4,16,0.36,7.2222
1000PEPEUSDT,trail_20_from_30_act3_min1,0.65,22,5,13,0.4091,14.1078
1000PEPEUSDT,trail_20_from_30_act5_min15,0.65,19,6,13,0.3158,15.4619
1000PEPEUSDT,trail_15_from_15_act2_min1,0.65,30,4,21,0.3,7.0707
1000PEPEUSDT,trail_15_from_15_act3_min1,0.65,27,4,19,0.2963,7.4925
1000PEPEUSDT,trail_15_from_15_act5_min15,0.65,23,4,18,0.2174,7.6505
1000PEPEUSDT,trail_20_from_15_act2_min1,0.65,69,4,57,0.1739,1.9837
1000PEPEUSDT,trail_20_from_15_act3_min1,0.65,49,5,41,0.1633,7.792
1000PEPEUSDT,trail_20_from_15_act5_min15,0.65,53,5,47,0.1132,4.7876
1000PEPEUSDT,default,0.5,65,4,61,0.0615,2.8255
1000PEPEUSDT,loose_entry,0.5,56,4,52,0.0714,4.7433
1000PEPEUSDT,broad_zone,0.5,65,4,61,0.0615,2.8255
1000PEPEUSDT,low_rr,0.5,56,4,52,0.0714,4.7433
1000PEPEUSDT,aggressive,0.5,56,4,52,0.0714,4.7433
1000PEPEUSDT,partial_50,0.5,22,0,14,0.3636,3.7433
1000PEPEUSDT,partial_60,0.5,31,1,24,0.2258,1.071
1000PEPEUSDT,partial_70,0.5,27,2,21,0.2222,5.6635
1000PEPEUSDT,partial_tight,0.5,28,0,22,0.2143,1.8536
1000PEPEUSDT,partial_high_rr,0.5,21,0,15,0.2857,2.9784
1000PEPEUSDT,partial_conservative,0.5,21,0,14,0.3333,4.2498
1000PEPEUSDT,trail_20_from_15,0.5,158,0,116,0.2658,-3.4631
1000PEPEUSDT,trail_15_from_15,0.5,73,0,31,0.5753,10.7859
1000PEPEUSDT,trail_15_from_15_d1,0.5,85,0,40,0.5294,7.7165
1000PEPEUSDT,trail_25_from_15,0.5,103,0,61,0.4078,1.1572
1000PEPEUSDT,db_layer_0,0.5,30,0,15,0.5,6.1596
1000PEPEUSDT,db_layer_1,0.5,103,0,80,0.2233,-0.7769
1000PEPEUSDT,db_layer_3,0.5,61,0,44,0.2787,1.269
1000PEPEUSDT,rr_4x_trail_20,0.5,30,0,15,0.5,6.1596
1000PEPEUSDT,rr_3x_trail_15,0.5,103,0,80,0.2233,-0.7769
1000PEPEUSDT,sl_filter_trail,0.5,69,0,47,0.3188,-1.4953
1000PEPEUSDT,trail_20_from_30_sl_filter,0.5,26,0,15,0.4231,4.2401
1000PEPEUSDT,trail_20_from_30_full,0.5,25,0,16,0.36,1.7355
1000PEPEUSDT,trail_15_from_30,0.5,106,0,90,0.1509,-5.7867
1000PEPEUSDT,trail_20_from_30_cooldown,0.5,26,0,14,0.4615,4.5015
1000PEPEUSDT,trail_15_from_30_tp95,0.5,29,0,15,0.4828,3.988
1000PEPEUSDT,trail_15_from_30_cooldown,0.5,26,0,14,0.4615,5.1949
1000PEPEUSDT,trail_15_from_30_full,0.5,28,0,14,0.5,4.7301
1000PEPEUSDT,db_clone_cooldown,0.5,23,0,12,0.4783,4.1951
1000PEPEUSDT,correction_w20_trail15_30,0.5,29,0,15,0.4828,3.988
1000PEPEUSDT,db_full_clone,0.5,33,0,21,0.3636,2.4595
1000PEPEUSDT,sl_adjust_rr_trail,0.5,69,0,50,0.2754,-2.1263
1000PEPEUSDT,sl_adjust_rr_tp95,0.5,40,0,17,0.575,7.5682
1000PEPEUSDT,max_profit_2pct,0.5,15,1,14,0.0667,-1.8717
1000PEPEUSDT,max_profit_2pct_trail,0.5,4,0,3,0.25,-0.2271
1000PEPEUSDT,max_profit_3pct_trail,0.5,5,0,4,0.2,-0.1884
1000PEPEUSDT,r5_tight,0.5,28,0,14,0.5,4.7301
1000PEPEUSDT,r5_rr3,0.5,24,0,14,0.4167,5.1123
1000PEPEUSDT,r5_sl_filter,0.5,26,0,13,0.5,4.7873
1000PEPEUSDT,r5_sl_adjust,0.5,27,0,16,0.4074,5.3724
1000PEPEUSDT,r5_tight_rr3,0.5,24,0,14,0.4167,5.1123
1000PEPEUSDT,r5_tight_sl,0.5,26,0,13,0.5,4.7873
1000PEPEUSDT,r5_all_filters,0.5,22,0,13,0.4091,3.6925
1000PEPEUSDT,r5_trail10,0.5,57,0,43,0.2456,-3.6306
1000PEPEUSDT,r5_arm25,0.5,42,0,25,0.4048,2.6994
1000PEPEUSDT,r5_arm20,0.5,63,0,32,0.4921,7.7449
1000PEPEUSDT,r5_arm15_cooldown,0.5,73,0,33,0.5479,8.7602
1000PEPEUSDT,r6_arm15_rr4,0.5,24,0,11,0.5417,7.5523
1000PEPEUSDT,r6_arm15_maxp3_trail20,0.5,18,0,3,0.8333,1.6691
1000PEPEUSDT,r6_arm15_full,0.5,4,0,4,0.0,-0.5047
1000PEPEUSDT,r7_arm20_maxp3_trail20,0.5,15,0,3,0.8,1.3505
1000PEPEUSDT,r7_trail15_maxp3,0.5,18,0,4,0.7778,0.8205
1000PEPEUSDT,r7_trail20_maxp3,0.5,18,0,4,0.7778,0.5814
1000PEPEUSDT,r7_full_clone_cooldown,0.5,4,0,4,0.0,-0.5047
1000PEPEUSDT,r5_sl_adj_cooldown,0.5,36,0,13,0.6389,8.6139
1000PEPEUSDT,r5_trail10_rr3,0.5,24,0,14,0.4167,5.6811
1000PEPEUSDT,full_clone_max_tp,0.5,4,0,4,0.0,-0.3861
1000PEPEUSDT,full_clone_sl_adjust,0.5,63,0,53,0.1587,-3.5107
1000PEPEUSDT,lh_sell_trail15,0.5,29,0,15,0.4828,3.988
1000PEPEUSDT,lh_sell_prox15_trail15,0.5,29,0,15,0.4828,3.988
1000PEPEUSDT,hl_buy_trail15,0.5,45,0,28,0.3778,0.8744
1000PEPEUSDT,hl_buy_prox15_trail15,0.5,34,0,17,0.5,2.8958
1000PEPEUSDT,pre_confirm_trail15,0.5,45,0,28,0.3778,0.8744
1000PEPEUSDT,pre_confirm_prox15_trail15,0.5,34,0,17,0.5,2.8958
1000PEPEUSDT,r8_btc_minsl_strict,0.5,20,0,11,0.45,-0.3947
1000PEPEUSDT,r8_sol_hlbuy_cooldown,0.5,80,0,64,0.2,-3.1254
1000PEPEUSDT,trail_15_from_30_act2_min1,0.5,90,3,79,0.1222,-3.3956
1000PEPEUSDT,trail_15_from_30_act3_min1,0.5,59,3,53,0.1017,-0.1338
1000PEPEUSDT,trail_15_from_30_act5_min15,0.5,58,4,53,0.0862,1.2834
1000PEPEUSDT,trail_20_from_30_act2_min1,0.5,21,3,14,0.3333,3.881
1000PEPEUSDT,trail_20_from_30_act3_min1,0.5,19,3,12,0.3684,8.3974
1000PEPEUSDT,trail_20_from_30_act5_min15,0.5,17,5,12,0.2941,12.7009
1000PEPEUSDT,trail_15_from_15_act2_min1,0.5,27,3,19,0.2963,4.6534
1000PEPEUSDT,trail_15_from_15_act3_min1,0.5,25,3,18,0.28,4.9652
1000PEPEUSDT,trail_15_from_15_act5_min15,0.5,22,4,17,0.2273,8.0725
1000PEPEUSDT,trail_20_from_15_act2_min1,0.5,64,3,54,0.1562,-0.7457
1000PEPEUSDT,trail_20_from_15_act3_min1,0.5,44,3,38,0.1364,2.3208
1000PEPEUSDT,trail_20_from_15_act5_min15,0.5,50,4,45,0.1,2.1751
1000PEPEUSDT,default,0.3,47,4,43,0.0851,8.5981
1000PEPEUSDT,loose_entry,0.3,48,4,44,0.0833,8.3517
1000PEPEUSDT,broad_zone,0.3,47,4,43,0.0851,8.5981
1000PEPEUSDT,low_rr,0.3,48,4,44,0.0833,8.3517
1000PEPEUSDT,aggressive,0.3,48,4,44,0.0833,8.3517
1000PEPEUSDT,partial_50,0.3,20,0,13,0.35,5.6408
1000PEPEUSDT,partial_60,0.3,26,1,20,0.2308,3.7204
1000PEPEUSDT,partial_70,0.3,23,2,18,0.2174,7.5891
1000PEPEUSDT,partial_tight,0.3,24,0,18,0.25,4.8205
1000PEPEUSDT,partial_high_rr,0.3,19,0,13,0.3158,4.8505
1000PEPEUSDT,partial_conservative,0.3,20,0,13,0.35,6.3718
1000PEPEUSDT,trail_20_from_15,0.3,121,0,86,0.2893,-0.9912
1000PEPEUSDT,trail_15_from_15,0.3,58,0,25,0.569,7.672
1000PEPEUSDT,trail_15_from_15_d1,0.3,68,0,32,0.5294,5.0186
1000PEPEUSDT,trail_25_from_15,0.3,82,0,49,0.4024,0.9435
1000PEPEUSDT,db_layer_0,0.3,26,0,14,0.4615,5.2175
1000PEPEUSDT,db_layer_1,0.3,79,0,62,0.2152,-1.5251
1000PEPEUSDT,db_layer_3,0.3,55,0,41,0.2545,0.127
1000PEPEUSDT,rr_4x_trail_20,0.3,26,0,14,0.4615,5.2175
1000PEPEUSDT,rr_3x_trail_15,0.3,79,0,62,0.2152,-1.5251
1000PEPEUSDT,sl_filter_trail,0.3,61,0,42,0.3115,-1.8315
1000PEPEUSDT,trail_20_from_30_sl_filter,0.3,23,0,14,0.3913,2.5228
1000PEPEUSDT,trail_20_from_30_full,0.3,22,0,15,0.3182,0.4147
1000PEPEUSDT,trail_15_from_30,0.3,76,0,62,0.1842,-0.5957
1000PEPEUSDT,trail_20_from_30_cooldown,0.3,23,0,12,0.4783,6.1261
1000PEPEUSDT,trail_15_from_30_tp95,0.3,26,0,13,0.5,5.4702
1000PEPEUSDT,trail_15_from_30_cooldown,0.3,23,0,12,0.4783,6.7032
1000PEPEUSDT,trail_15_from_30_full,0.3,25,0,12,0.52,6.2123
1000PEPEUSDT,db_clone_cooldown,0.3,20,0,12,0.4,2.7892
1000PEPEUSDT,correction_w20_trail15_30,0.3,26,0,13,0.5,5.4702
1000PEPEUSDT,db_full_clone,0.3,28,0,19,0.3214,1.4127
1000PEPEUSDT,sl_adjust_rr_trail,0.3,54,0,41,0.2407,-3.0556
1000PEPEUSDT,sl_adjust_rr_tp95,0.3,33,0,16,0.5152,5.3406
1000PEPEUSDT,max_profit_2pct,0.3,14,1,13,0.0714,-1.5983
1000PEPEUSDT,max_profit_2pct_trail,0.3,4,0,3,0.25,-0.2271
1000PEPEUSDT,max_profit_3pct_trail,0.3,5,0,4,0.2,-0.1884
1000PEPEUSDT,r5_tight,0.3,25,0,12,0.52,6.2123
1000PEPEUSDT,r5_rr3,0.3,21,0,13,0.381,3.4273
1000PEPEUSDT,r5_sl_filter,0.3,24,0,13,0.4583,3.2158
1000PEPEUSDT,r5_sl_adjust,0.3,23,0,15,0.3478,2.7783
1000PEPEUSDT,r5_tight_rr3,0.3,21,0,13,0.381,3.4273
1000PEPEUSDT,r5_tight_sl,0.3,24,0,13,0.4583,3.2158
1000PEPEUSDT,r5_all_filters,0.3,20,0,13,0.35,2.1209
1000PEPEUSDT,r5_trail10,0.3,43,0,31,0.2791,0.0344
1000PEPEUSDT,r5_arm25,0.3,32,0,19,0.4062,3.8034
1000PEPEUSDT,r5_arm20,0.3,50,0,25,0.5,5.371
1000PEPEUSDT,r5_arm15_cooldown,0.3,59,0,27,0.5424,5.9224
1000PEPEUSDT,r6_arm15_rr4,0.3,20,0,10,0.5,6.2789
1000PEPEUSDT,r6_arm15_maxp3_trail20,0.3,18,0,3,0.8333,1.6691
1000PEPEUSDT,r6_arm15_full,0.3,4,0,4,0.0,-0.5047
1000PEPEUSDT,r7_arm20_maxp3_trail20,0.3,15,0,3,0.8,1.3505
1000PEPEUSDT,r7_trail15_maxp3,0.3,17,0,4,0.7647,0.4125
1000PEPEUSDT,r7_trail20_maxp3,0.3,17,0,4,0.7647,0.2021
1000PEPEUSDT,r7_full_clone_cooldown,0.3,4,0,4,0.0,-0.5047
1000PEPEUSDT,r5_sl_adj_cooldown,0.3,29,0,12,0.5862,6.3863
1000PEPEUSDT,r5_trail10_rr3,0.3,21,0,13,0.381,3.8147
1000PEPEUSDT,full_clone_max_tp,0.3,4,0,4,0.0,-0.3861
1000PEPEUSDT,full_clone_sl_adjust,0.3,53,0,45,0.1509,-3.1195
1000PEPEUSDT,lh_sell_trail15,0.3,26,0,13,0.5,5.4702
1000PEPEUSDT,lh_sell_prox15_trail15,0.3,26,0,13,0.5,5.4702
1000PEPEUSDT,hl_buy_trail15,0.3,36,0,21,0.4167,2.8912
1000PEPEUSDT,hl_buy_prox15_trail15,0.3,31,0,15,0.5161,4.3779
1000PEPEUSDT,pre_confirm_trail15,0.3,36,0,21,0.4167,2.8912
1000PEPEUSDT,pre_confirm_prox15_trail15,0.3,31,0,15,0.5161,4.3779
1000PEPEUSDT,r8_btc_minsl_strict,0.3,20,0,11,0.45,-0.3947
1000PEPEUSDT,r8_sol_hlbuy_cooldown,0.3,62,0,46,0.2581,3.1173
1000PEPEUSDT,trail_15_from_30_act2_min1,0.3,61,3,53,0.1311,-1.9225
1000PEPEUSDT,trail_15_from_30_act3_min1,0.3,48,3,42,0.125,3.9637
1000PEPEUSDT,trail_15_from_30_act5_min15,0.3,47,4,42,0.1064,5.3809
1000PEPEUSDT,trail_20_from_30_act2_min1,0.3,20,3,13,0.35,4.9117
1000PEPEUSDT,trail_20_from_30_act3_min1,0.3,19,3,12,0.3684,7.6911
1000PEPEUSDT,trail_20_from_30_act5_min15,0.3,17,4,12,0.2941,9.5924
1000PEPEUSDT,trail_15_from_15_act2_min1,0.3,22,3,15,0.3182,3.6412
1000PEPEUSDT,trail_15_from_15_act3_min1,0.3,23,3,16,0.3043,6.8172
1000PEPEUSDT,trail_15_from_15_act5_min15,0.3,20,4,15,0.25,9.9125
1000PEPEUSDT,trail_20_from_15_act2_min1,0.3,47,3,39,0.1702,-0.0545
1000PEPEUSDT,trail_20_from_15_act3_min1,0.3,39,3,33,0.1538,4.9079
1000PEPEUSDT,trail_20_from_15_act5_min15,0.3,45,4,40,0.1111,4.7621
1000PEPEUSDT,default,0.1,29,2,27,0.069,2.3069
1000PEPEUSDT,loose_entry,0.1,29,2,27,0.069,2.3069
1000PEPEUSDT,broad_zone,0.1,29,2,27,0.069,2.3069
1000PEPEUSDT,low_rr,0.1,29,2,27,0.069,2.3069
1000PEPEUSDT,aggressive,0.1,29,2,27,0.069,2.3069
1000PEPEUSDT,partial_50,0.1,7,0,4,0.4286,4.7759
1000PEPEUSDT,partial_60,0.1,8,0,6,0.25,2.4169
1000PEPEUSDT,partial_70,0.1,8,1,6,0.25,4.4785
1000PEPEUSDT,partial_tight,0.1,8,0,6,0.25,2.7342
1000PEPEUSDT,partial_high_rr,0.1,7,0,5,0.2857,2.2502
1000PEPEUSDT,partial_conservative,0.1,7,0,4,0.4286,5.2292
1000PEPEUSDT,trail_20_from_15,0.1,66,0,47,0.2879,0.0081
1000PEPEUSDT,trail_15_from_15,0.1,31,0,12,0.6129,6.8413
1000PEPEUSDT,trail_15_from_15_d1,0.1,36,0,16,0.5556,4.0942
1000PEPEUSDT,trail_25_from_15,0.1,38,0,21,0.4474,1.7739
1000PEPEUSDT,db_layer_0,0.1,12,0,5,0.5833,4.9345
1000PEPEUSDT,db_layer_1,0.1,44,0,34,0.2273,-0.8406
1000PEPEUSDT,db_layer_3,0.1,23,0,16,0.3043,1.8594
1000PEPEUSDT,rr_4x_trail_20,0.1,12,0,5,0.5833,4.9345
1000PEPEUSDT,rr_3x_trail_15,0.1,44,0,34,0.2273,-0.8406
1000PEPEUSDT,sl_filter_trail,0.1,15,0,12,0.2,-0.4524
1000PEPEUSDT,trail_20_from_30_sl_filter,0.1,8,0,5,0.375,2.9548
1000PEPEUSDT,trail_20_from_30_full,0.1,8,0,5,0.375,2.2656
1000PEPEUSDT,trail_15_from_30,0.1,38,0,32,0.1579,0.8018
1000PEPEUSDT,trail_20_from_30_cooldown,0.1,9,0,4,0.5556,5.1949
1000PEPEUSDT,trail_15_from_30_tp95,0.1,9,0,4,0.5556,4.9588
1000PEPEUSDT,trail_15_from_30_cooldown,0.1,9,0,4,0.5556,5.522
1000PEPEUSDT,trail_15_from_30_full,0.1,9,0,4,0.5556,4.9588
1000PEPEUSDT,db_clone_cooldown,0.1,8,0,4,0.5,1.9619
1000PEPEUSDT,correction_w20_trail15_30,0.1,9,0,4,0.5556,4.9588
1000PEPEUSDT,db_full_clone,0.1,9,0,5,0.4444,1.4033
1000PEPEUSDT,sl_adjust_rr_trail,0.1,26,0,19,0.2692,0.2959
1000PEPEUSDT,sl_adjust_rr_tp95,0.1,16,0,6,0.625,5.1041
1000PEPEUSDT,max_profit_2pct,0.1,0,0,0,0.0,0
1000PEPEUSDT,max_profit_2pct_trail,0.1,0,0,0,0.0,0
1000PEPEUSDT,max_profit_3pct_trail,0.1,0,0,0,0.0,0
1000PEPEUSDT,r5_tight,0.1,9,0,4,0.5556,4.9588
1000PEPEUSDT,r5_rr3,0.1,9,0,5,0.4444,3.8898
1000PEPEUSDT,r5_sl_filter,0.1,8,0,5,0.375,2.5835
1000PEPEUSDT,r5_sl_adjust,0.1,9,0,5,0.4444,3.8898
1000PEPEUSDT,r5_tight_rr3,0.1,9,0,5,0.4444,3.8898
1000PEPEUSDT,r5_tight_sl,0.1,8,0,5,0.375,2.5835
1000PEPEUSDT,r5_all_filters,0.1,8,0,5,0.375,2.5835
1000PEPEUSDT,r5_trail10,0.1,21,0,16,0.2381,1.433
1000PEPEUSDT,r5_arm25,0.1,15,0,8,0.4667,4.7146
1000PEPEUSDT,r5_arm20,0.1,25,0,14,0.44,2.2131
1000PEPEUSDT,r5_arm15_cooldown,0.1,32,0,14,0.5625,4.7101
1000PEPEUSDT,r6_arm15_rr4,0.1,12,0,6,0.5,4.1643
1000PEPEUSDT,r6_arm15_maxp3_trail20,0.1,3,0,1,0.6667,0.0171
1000PEPEUSDT,r6_arm15_full,0.1,0,0,0,0.0,0
1000PEPEUSDT,r7_arm20_maxp3_trail20,0.1,2,0,1,0.5,-0.1193
1000PEPEUSDT,r7_trail15_maxp3,0.1,2,0,1,0.5,-1.1136
1000PEPEUSDT,r7_trail20_maxp3,0.1,2,0,1,0.5,-1.1311
1000PEPEUSDT,r7_full_clone_cooldown,0.1,0,0,0,0.0,0
1000PEPEUSDT,r5_sl_adj_cooldown,0.1,16,0,6,0.625,5.1041
1000PEPEUSDT,r5_trail10_rr3,0.1,9,0,5,0.4444,4.0964
1000PEPEUSDT,full_clone_max_tp,0.1,0,0,0,0.0,0
1000PEPEUSDT,full_clone_sl_adjust,0.1,19,0,17,0.1053,-1.7836
1000PEPEUSDT,lh_sell_trail15,0.1,9,0,4,0.5556,4.9588
1000PEPEUSDT,lh_sell_prox15_trail15,0.1,9,0,4,0.5556,4.9588
1000PEPEUSDT,hl_buy_trail15,0.1,17,0,9,0.4706,2.8504
1000PEPEUSDT,hl_buy_prox15_trail15,0.1,17,0,7,0.5882,3.5749
1000PEPEUSDT,pre_confirm_trail15,0.1,17,0,9,0.4706,2.8504
1000PEPEUSDT,pre_confirm_prox15_trail15,0.1,17,0,7,0.5882,3.5749
1000PEPEUSDT,r8_btc_minsl_strict,0.1,1,0,1,0.0,-0.2634
1000PEPEUSDT,r8_sol_hlbuy_cooldown,0.1,38,0,28,0.2632,3.2667
1000PEPEUSDT,trail_15_from_30_act2_min1,0.1,36,1,31,0.1389,-1.6507
1000PEPEUSDT,trail_15_from_30_act3_min1,0.1,23,1,20,0.1304,3.3544
1000PEPEUSDT,trail_15_from_30_act5_min15,0.1,23,2,21,0.087,2.7134
1000PEPEUSDT,trail_20_from_30_act2_min1,0.1,9,1,5,0.4444,4.5402
1000PEPEUSDT,trail_20_from_30_act3_min1,0.1,8,1,4,0.5,6.4439
1000PEPEUSDT,trail_20_from_30_act5_min15,0.1,7,2,5,0.2857,5.8156
1000PEPEUSDT,trail_15_from_15_act2_min1,0.1,9,1,5,0.4444,4.4351
1000PEPEUSDT,trail_15_from_15_act3_min1,0.1,10,1,6,0.4,6.7347
1000PEPEUSDT,trail_15_from_15_act5_min15,0.1,7,2,5,0.2857,6.8127
1000PEPEUSDT,trail_20_from_15_act2_min1,0.1,23,1,18,0.2174,0.9968
1000PEPEUSDT,trail_20_from_15_act3_min1,0.1,15,1,12,0.2,5.0782
1000PEPEUSDT,trail_20_from_15_act5_min15,0.1,15,2,13,0.1333,4.4373
WLDUSDT,default,1.0,9,1,8,0.1111,3.7276
WLDUSDT,loose_entry,1.0,13,1,12,0.0769,3.1909
WLDUSDT,broad_zone,1.0,12,1,11,0.0833,3.3278
WLDUSDT,low_rr,1.0,10,1,9,0.1,3.5906
WLDUSDT,aggressive,1.0,13,1,12,0.0769,3.1909
WLDUSDT,partial_50,1.0,3,0,2,0.3333,1.159
WLDUSDT,partial_60,1.0,3,0,2,0.3333,2.3383
WLDUSDT,partial_70,1.0,3,0,2,0.3333,2.9779
WLDUSDT,partial_tight,1.0,3,0,2,0.3333,2.8691
WLDUSDT,partial_high_rr,1.0,3,0,2,0.3333,2.9789
WLDUSDT,partial_conservative,1.0,3,0,2,0.3333,1.6013
WLDUSDT,trail_20_from_15,1.0,13,0,10,0.2308,0.1317
WLDUSDT,trail_15_from_15,1.0,6,0,4,0.3333,1.8354
WLDUSDT,trail_15_from_15_d1,1.0,7,0,5,0.2857,3.682
WLDUSDT,trail_25_from_15,1.0,8,0,6,0.25,-0.5013
WLDUSDT,db_layer_0,1.0,7,0,7,0.0,-2.3634
WLDUSDT,db_layer_1,1.0,11,0,11,0.0,-2.0232
WLDUSDT,db_layer_3,1.0,10,0,10,0.0,-1.6492
WLDUSDT,rr_4x_trail_20,1.0,5,0,5,0.0,-1.764
WLDUSDT,rr_3x_trail_15,1.0,8,0,8,0.0,-1.6234
WLDUSDT,sl_filter_trail,1.0,6,0,6,0.0,-1.0577
WLDUSDT,trail_20_from_30_sl_filter,1.0,4,0,4,0.0,-1.6442
WLDUSDT,trail_20_from_30_full,1.0,4,0,4,0.0,-1.6442
WLDUSDT,trail_15_from_30,1.0,9,0,8,0.1111,1.2824
WLDUSDT,trail_20_from_30_cooldown,1.0,3,0,2,0.3333,1.8339
WLDUSDT,trail_15_from_30_tp95,1.0,3,0,2,0.3333,2.3324
WLDUSDT,trail_15_from_30_cooldown,1.0,3,0,2,0.3333,2.076
WLDUSDT,trail_15_from_30_full,1.0,3,0,2,0.3333,2.3324
WLDUSDT,db_clone_cooldown,1.0,5,0,5,0.0,-1.8026
WLDUSDT,correction_w20_trail15_30,1.0,3,0,2,0.3333,2.3324
WLDUSDT,db_full_clone,1.0,6,0,6,0.0,-2.2436
WLDUSDT,sl_adjust_rr_trail,1.0,6,0,5,0.1667,-0.8444
WLDUSDT,sl_adjust_rr_tp95,1.0,6,0,5,0.1667,0.8803
WLDUSDT,max_profit_2pct,1.0,0,0,0,0.0,0
WLDUSDT,max_profit_2pct_trail,1.0,0,0,0,0.0,0
WLDUSDT,max_profit_3pct_trail,1.0,0,0,0,0.0,0
WLDUSDT,r5_tight,1.0,3,0,2,0.3333,2.3324
